Name,Age,Is Older,Age Diff,Occupation,Function,Hometown,City,State,Region,ElimWeek,Season,First_Impression_Rose,Hair Color,Is Blonde,Winner,Height
Taylor,23,0,13,Mental Health Counselor,Medical,"Seattle, WA",Seattle,Washington,West,5,21,0,Brown,0,0,64
Josephine,24,0,12,Registered Nurse,Medical,"Santa Cruz, CA",Santa Cruz,California,West,5,21,0,Blonde,1,0,67.75
Jaimi,28,0,8,Chef,Restaurant,"New Orleans, LA",New Orleans,Louisiana,South,5,21,0,Blonde,1,0,62
Alexis,23,0,13,Aspiring Dolphin Trainer,Arts/Entertainment,"Secaucus, NJ",Secaucus,New Jersey,Northeast,5,21,0,Black,0,0,66
Sarah,26,0,10,Grade School Teacher,Education,"Newport Beach, CA",Newport Beach,California,West,4,21,0,Blonde,1,0,65
Astrid,26,0,10,Plastic Surgery Office Manager,Corporate,"Tampa, FL",Tampa,Florida,South,4,21,0,Brown,0,0,67.5
Dominique,25,0,11,Restaurant Server,Restaurant,"Los Angeles, CA",Los Angeles,California,West,3,21,0,Black,0,0,64
Christen,25,0,11,Wedding Videographer,Retail/Services/Entrepreneur,"Tulsa, OK",Tulsa,Oklahoma,South,3,21,0,Brown,0,0,65
Brittany,26,0,10,Travel Nurse,Medical,"Santa Monica, CA",Santa Monica,California,West,3,21,0,Brown,0,0,62
Liz,29,0,7,Doula,Retail/Services/Entrepreneur,"Las Vegas, NV",Las Vegas,Nevada,West,2,21,0,Brown,0,0,64
Lacey,25,0,11,Digital Marketing Manager,Marketing,"Manhattan, NY",Manhattan,New York,Northeast,2,21,0,Blonde,1,0,63
Hailey,23,0,13,Photographer,Arts/Entertainment,"Vancouver, British Columbia, Canada",Vancouver,British Columbia,International,2,21,0,Blonde,1,0,67
Elizabeth,24,0,12,Marketing Manager,Marketing,"Dallas, TX",Dallas,Texas,South,2,21,0,Blonde,1,0,67
Susannah,26,0,10,Account Manager,Sales,"San Diego, CA",San Diego,California,West,1,21,0,Brown,0,0,66
Olivia,25,0,11,Apparel Sales Representative,Sales,"Anchorage, AK",Anchorage,Arkansas,South,1,21,0,Black,0,0,67
Michelle,24,0,12,Food Truck Owner,Restaurant,"Los Angeles, CA",Los Angeles,California,West,1,21,0,Brown,0,0,61
Lauren,30,0,6,Law School Graduate,Legal,"Naples, FL",Naples,Florida,South,1,21,0,Blonde,1,0,67
Jasmine B.,25,0,11,Flight Attendant,Transportation,"Tacoma, WA",Tacoma,Washington,West,1,21,0,Black,0,0,62.5
Ida Marie,23,0,13,Sales Manager,Sales,"Harlingen, TX",Harlingen,Texas,South,1,21,0,Brown,0,0,68
Briana,28,0,8,Surgical Unit Nurse,Medical,"Salt Lake City, UT",Salt Lake City,Utah,West,1,21,0,Brown,0,0,64
Angela,26,0,10,Model,Arts/Entertainment,"Greenville, SC",Greenville,South Carolina,South,1,21,0,Brown,0,0,67
Whitney,25,0,11,Pilates Instructor,Retail/Services/Entrepreneur,"Chanhassen, MN",Chanhassen,Minnesota,Midwest,6,21,0,Brown,0,0,68
Becca Kufrin,27,0,9,Publicist,Corporate,"Prior Lake, Minnesota",Prior Lake,Minnesota,Midwest,11,22,0,Brown,0,1,67
Lauren Burnham,25,0,11,Technology Salesperson,Sales,"Virginia Beach, Virginia",Virginia Beach,Virginia,South,10,22,0,Blonde,1,0,65
Kendall Long,26,0,10,Creative Director,Corporate,"Santa Clarita, California",Santa Clarita,California,West,9,22,0,Blonde,1,0,66
Tia Booth,26,0,10,Physical Therapist,Medical,"Weiner, Arkansas",Weiner,Arkansas,South,8,22,0,Brown,0,0,67
Bekah Martinez,22,0,14,Nanny,Retail/Services/Entrepreneur,"Fresno, California",Fresno,California,West,7,22,0,Black,0,0,65
Seinne Fleming,27,0,9,Commercial Real Estate Manager,Real Estate,"Long Beach, California",Long Beach,California,West,7,22,0,Black,0,0,64
Jacqueline Trumbull,26,0,10,Real Estate Coordinator,Real Estate,"Morgantown, West Virginia",Morgantown,West Virginia,South,7,22,0,Brown,0,0,65
Chelsea Roy,29,0,7,Real Estate Executive Assistant,Real Estate,"South Portland, Maine",South Portland,Maine,Northeast,6,22,1,Blonde,1,0,
Jenna Cooper,28,0,8,Social Media Manager,Corporate,"Upland, Indiana",Upland,Indiana,Midwest,6,22,0,Blonde,1,0,
Krystal Nielson,30,0,6,Fitness Coach,Retail/Services/Entrepreneur,"Missoula, Montana",Missoula,Montana,West,6,22,0,Blonde,1,0,
Ashley Luebke,25,0,11,Real Estate Agent,Real Estate,"West Palm Beach, Florida",West Palm Beach,Florida,South,5,22,0,Black,0,0,
Maquel Cooper,23,0,13,Photographer,Arts/Entertainment,"American Fork, Utah",American Fork,Utah,West,5,22,0,Blonde,1,0,
Marikh Mathias,27,0,9,Restaurant Owner,Restaurant,"Salt Lake City, Utah",Salt Lake City,Utah,West,5,22,0,Black,0,0,
Brittany Taylor,30,0,6,Tech Recruiter,Sales,"Belton, South Carolina",Belton,South Carolina,South,4,22,0,Brown,0,0,
Caroline Lunny,26,0,10,Realtor,Real Estate,"Holliston, Massachusetts",Holliston,Massachusetts,Northeast,4,22,0,Brown,0,0,
Bibiana Julian,30,0,6,Executive Assistant,Corporate,"Miami, Florida",Miami,Florida,South,3,22,0,Black,0,0,
Annaliese Puccini,32,0,4,Event Designer,Retail/Services/Entrepreneur,"San Mateo, California",San Mateo,California,West,3,22,0,Blonde,1,0,
Lauren Schleyer,31,0,5,Social Media Manager,Corporate,"Dallas, Texas",Dallas,Texas,South,3,22,0,Blonde,1,0,
"Jennifer ""Jenny"" Delaney",25,0,11,Graphic Designer,Arts/Entertainment,"Northbrook, Illinois",Northbrook,Illinois,Midwest,2,22,0,Blonde,1,0,
Lauren Griffin,26,0,10,Executive Recruiter,Sales,"Indianapolis, Indiana",Indianapolis,Indiana,Midwest,2,22,0,Black,0,0,
Valerie Biles,25,0,11,Server,Restaurant,"Nashville, Tennessee",Nashville,Tennessee,South,2,22,0,Black,0,0,
"Alison ""Ali"" Harrington",27,0,9,Personal Stylist,Retail/Services/Entrepreneur,"Lawton, Oklahoma",Lawton,Oklahoma,South,1,22,0,Blonde,1,0,
Amber Wilkerson,29,0,7,Business Owner,Retail/Services/Entrepreneur,"Denver, Colorado",Denver,Colorado,West,1,22,0,Blonde,1,0,
"Brianna ""Bri"" Amaranthus",25,0,11,Sports Reporter,Journalist,"Grants Pass, Oregon",Grants Pass,Oregon,West,1,22,0,Black,0,0,
Brittane Johnson,27,0,9,Marketing Manager,Corporate,"San Diego, California",San Diego,California,West,1,22,0,Black,0,0,
Jessica Carroll,26,0,10,Television Host,Journalist,"Calgary, Alberta, Canada",Calgary,Alberta,International,1,22,0,Blonde,1,0,
Lauren Jarreau,33,0,3,Recent Master's Graduate,Student,"New Roads, Louisiana",New Roads,Louisiana,South,1,22,0,Blonde,1,0,
Nysha Norris,30,0,6,Orthopedic Nurse,Medical,"Anderson, South Carolina",Anderson,South Carolina,South,1,22,0,Brown,0,0,
Olivia Goethals,23,0,13,Marketing Associate,Corporate,"Geneseo, Illinois",Geneseo,Illinois,Midwest,1,22,0,Black,0,0,
Cassie Randolph,23,0,3,Speech Pathologist,Medical,"Huntington Beach, California",Huntington Beach,California,West,10,23,0,Blonde,1,1,68
Hannah Godwin,23,0,3,Content Creator,Arts/Entertainment,"Hoover, Alabama",Hoover,Alabama,South,9,23,1,Blonde,1,0,67
Tayshia Adams,28,1,2,Phlebotomist,Medical,"Santa Ana, California",Santa Ana,California,West,9,23,0,Black,0,0,65
Caelynn Miller-Keyes,23,0,3,Miss North Carolina USA 2018,Arts/Entertainment,"Falmouth, Virginia",Falmouth,Virginia,South,8,23,0,Brown,0,0,66
Kirpa Sudick,26,0,0,Dental Hygienist,Medical,"Whittier, California",Whittier,California,West,7,23,0,Brown,0,0,
Heather Martin,23,0,3,Fashion Student,Student,"Carlsbad, California",Carlsbad,California,West,7,23,0,Blonde,1,0,
Hannah Brown,24,0,2,Miss Alabama USA 2018,Arts/Entertainment,"Northport, Alabama",Northport,Alabama,South,7,23,0,Blonde,1,0,
Katie Morton,26,0,0,Medical Sales Representative,Sales,"Oviedo, Florida",Oviedo,Florida,South,6,23,0,Black,0,0,
Demi Burnett,23,0,3,Interior Designer,Retail/Services/Entrepreneur,"Red Oak, Texas",Red Oak,Texas,South,6,23,0,Blonde,1,0,
Sydney Lotuaco,27,1,1,NBA Dancer,Arts/Entertainment,"Virginia Beach, Virginia",Virginia Beach,Virginia,South,6,23,0,Black,0,0,
Nicole Lopez-Alvar,25,0,1,Social Media Coordinator,Corporate,"Miami, Florida",Miami,Florida,South,5,23,0,Brown,0,0,
Onyeka Ehie,24,0,2,IT Risk Consultant,Corporate,"Manhattan, Kansas",Manhattan,Kansas,Midwest,5,23,0,Black,0,0,
Elyse Dehlbom,31,1,5,Makeup Artist,Arts/Entertainment,"Soldotna, Alaska",Soldotna,Alaska,West,5,23,0,Red,0,0,
Courtney Curtis,23,0,3,Caterer,Restaurant,"McDonough, Georgia",McDonough,Georgia,South,4,23,0,Black,0,0,
Tracy Shapoff,31,1,5,Wardrobe Stylist,Arts/Entertainment,"Rochester, New York",Rochester,New York,Northeast,4,23,0,Black,0,0,
"Brianna ""Bri"" Barnes",24,0,2,Model,Arts/Entertainment,"Los Angeles, California",Los Angeles,California,West,3,23,0,Blonde,1,0,
Catherine Agro,26,0,0,DJ,Arts/Entertainment,"Fort Lauderdale, Florida",Fort Lauderdale,Florida,South,3,23,0,Blonde,1,0,
Nina Bartula,30,1,4,Sales Account Manager,Sales,"Raleigh, North Carolina",Raleigh,North Carolina,South,3,23,0,Blonde,1,0,
Caitlin Clemmens,25,0,1,Realtor,Real Estate,"Toronto, Ontario",Toronto,Ontario,International,3,23,0,Brown,0,0,
Alex Blumberg,29,1,3,Dog Rescuer,Retail/Services/Entrepreneur,"Vancouver, British Columbia",Vancouver,British Columbia,International,2,23,0,Brown,0,0,
Angelique Sherman,28,1,2,Marketing Salesperson,Sales,"Hamilton, New Jersey",Hamilton,New Jersey,Northeast,2,23,0,Black,0,0,
Annie Reardon,23,0,3,Financial Associate,Finance,"Mequon, Wisconsin",Mequon,Wisconsin,Midwest,2,23,0,Blonde,1,0,
Erika McNutt,25,0,1,Recruiter,Sales,"Encinitas, California",Encinitas,California,West,2,23,0,Blonde,1,0,
Alex Dillon,23,0,3,IT Account Manager,Corporate,"Boston, Massachusetts",Boston,Massachusetts,Northeast,1,23,0,Brown,0,0,
Devin Gooden,23,0,3,Broadcast Journalist,Journalist,"Atlanta, Georgia",Atlanta,Georgia,South,1,23,0,Black,0,0,
Erin Landry,28,1,2,Home improvement employee,Retail/Services/Entrepreneur,"Plano, Texas",Plano,Texas,South,1,23,0,Blonde,1,0,
"Adrianne ""Jane"" Averbukh",26,0,0,Social Worker,Government,"West Hollywood, California",West Hollywood,California,West,1,23,0,Brown,0,0,
Laura Pellerito,26,0,0,Accountant,Finance,"Dallas, Texas",Dallas,Texas,South,1,23,0,Black,0,0,
Revian Chang,24,0,2,Nurse,Medical,"Austin, Texas",Austin,Texas,South,1,23,0,Blonde,1,0,
Tahzjuan Hawkins,25,0,1,Business Development Associate,Corporate,"Castle Pines, Colorado",Castle Pines,Colorado,West,1,23,0,Black,0,0,
Hannah Ann Sluss,23,0,5,Model,Arts/Entertainment,"Powell, Tennessee",Powell,Tennessee,South,11,24,1,Brown,0,1,67
Madison Prewett,23,0,5,Foster Parent Recruiter,Sales,"Auburn, Alabama",Auburn,Alabama,South,10,24,0,Brown,0,0,66
Victoria Fuller,26,0,2,Medical Sales Rep,Sales,"Virginia Beach, Virginia",Virginia Beach,Virginia,South,9,24,0,Black,0,0,66
Kelsey Weier,28,0,0,Professional Clothier,Retail/Services/Entrepreneur,"Urbandale, Iowa",Urbandale,Iowa,Midwest,8,24,0,Blonde,1,0,67
Kelley Flanagan,27,0,1,Attorney,Legal,"North Barrington, Illinois",North Barrington,Illinois,Midwest,7,24,0,Brown,0,0,64
Natasha Parker,31,1,3,Event Planner,Arts/Entertainment,"New York City, New York",New York City,New York,Northeast,7,24,0,Black,0,0,
Mykenna Dorn,22,0,6,Fashion Blogger,Journalist,"Langley, British Columbia",Langley,British Columbia,International,6,24,0,Blonde,1,0,
Sydney Hightower,24,0,4,Retail Marketing Manager,Corporate,"Northport, Alabama",Northport,Alabama,South,6,24,0,Black,0,0,
Tammy Ly,24,0,4,House Flipper,Real Estate,"Syracuse, New York",Syracuse,New York,Northeast,6,24,0,Brown,0,0,
Victoria Paul,27,0,1,Nurse,Medical,"Alexandria, Louisiana",Alexandria,Louisiana,South,6,24,0,Blonde,1,0,
Lexi Buchanan,26,0,2,Marketing Coordinator,Corporate,"Jacksonville, Florida",Jacksonville,Florida,South,5,24,0,Red,0,0,
Shiann Lewis,27,0,1,Preschool Teacher,Education,"Las Vegas, Nevada",Las Vegas,Nevada,West,5,24,0,Black,0,0,
Deandra Kanu,23,0,5,Home Care Coordinator,Medical,"Bar Harbor, Maine",Bar Harbor,Maine,Northeast,4,24,0,Black,0,0,
Kiarra Norman,23,0,5,Nanny,Retail/Services/Entrepreneur,"Kennesaw, Georgia",Kennesaw,Georgia,South,4,24,0,Blonde,1,0,
Savannah Mullins,27,0,1,Realtor,Real Estate,"Houston, Texas",Houston,Texas,South,4,24,0,Blonde,1,0,
Alayah Benavidez,24,0,4,Orthodontist Assistant,Medical,"Helotes, Texas",Helotes,Texas,South,4,24,0,Brown,0,0,
Alexa Caves,27,0,1,Esthetician,Medical,"Springfield, Illinois",Springfield,Illinois,Midwest,3,24,0,Black,0,0,
Jasmine Nguyen,25,0,3,Client Relations Manager,Sales,"Houston, Texas",Houston,Texas,South,3,24,0,Black,0,0,
Sarah Coffin,24,0,4,Medical Radiographer,Medical,"Knoxville, Tennessee",Knoxville,Tennessee,South,3,24,0,Blonde,1,0,
Courtney Perry,26,0,2,Cosmetologist,Arts/Entertainment,"Venice, Florida",Venice,Florida,South,2,24,0,Blonde,1,0,
Lauren Jones,26,0,2,Marketing Executive,Corporate,"Glendale, California",Glendale,California,West,2,24,0,Brown,0,0,
Payton Moran,24,0,4,Business Development Rep,Corporate,"Wellesley, Massachusetts",Wellesley,Massachusetts,Northeast,2,24,0,Blonde,1,0,
Avonlea Elkins,27,0,1,Cattle Rancher,Agriculture,"Fort Worth, Texas",Fort Worth,Texas,South,1,24,0,Blonde,1,0,
Eunice Cho,23,0,5,Flight Attendant,Transportation,"Chicago, Illinois",Chicago,Illinois,Midwest,1,24,0,Brown,0,0,
Jade Gilliland,26,0,2,Media Buyer,Arts/Entertainment,"Mesa, Arizona",Mesa,Arizona,West,1,24,0,Black,0,0,
Jenna Serrano,22,0,6,Nursing Student,Student,"New Lenox, Illinois",New Lenox,Illinois,Midwest,1,24,0,Black,0,0,
Katrina Badowski,28,0,0,Pro NBA Dancer,Arts/Entertainment,"St. Charles, Illinois",St. Charles,Illinois,Midwest,1,24,0,Brown,0,0,
Kylie Ramos,26,0,2,Entertainment Sales Associate,Sales,"Davis, California",Davis,California,West,1,24,0,Blonde,1,0,
Maurissa Gunn,23,0,5,Patient Care Coordinator,Medical,"Laurel, Montana",Laurel,Montana,West,1,24,0,Black,0,0,
Megan Hops,26,0,2,Flight Attendant,Transportation,"San Bruno, California",San Bruno,California,West,1,24,0,Blonde,1,0,
Rachael Kirkconnell,24,0,4,Graphic Designer,Arts/Entertainment,"Cumming, Georgia",Cumming,Georgia,South,11,25,0,Brown,0,1,65
Michelle Young,27,0,1,Teacher,Education,"Woodbury, Minnesota",Woodbury,Minnesota,Midwest,10,25,0,Brown,0,0,69
"Briana ""Bri"" Springs",24,0,4,Communications Manager,Corporate,"San Antonio, Texas",San Antonio,Texas,South,9,25,0,Black,0,0,65
Serena Pitt,23,0,5,Publicist,Arts/Entertainment,"Markham, Ontario",Markham,Ontario,International,8,25,0,Brown,0,0,66
Pieper James,23,0,5,Graduate Student,Student,"Happy Valley, Oregon",Happy Valley,Oregon,West,7,25,0,Brown,0,0,68
Jessenia Cruz,27,0,1,Social Media Marketer,Corporate,"El Paso, Texas",El Paso,Texas,South,7,25,0,Black,0,0,64
Kit Keenan,21,0,7,Fashion Entrepreneur,Retail/Services/Entrepreneur,"New York, New York",New York,New York,Northeast,7,25,0,Blonde,1,0,65
Abigail Heringer,25,0,3,Client Financial Manager,Finance,"Salem, Oregon",Salem,Oregon,West,7,25,1,Brown,0,0,63
Chelsea Vaughn,29,1,1,Runway Model,Arts/Entertainment,"Marietta, Georgia",Marietta,Georgia,South,6,25,0,Black,0,0,71
Serena Chew,24,0,4,Flight Attendant,Transportation,"San Bruno, California",San Bruno,California,West,6,25,0,Black,0,0,65
Katie Thurston,29,1,1,Bank Marketing Manager,Finance,"Lynnwood, Washington",Lynnwood,Washington,West,6,25,0,Brown,0,0,
Brittany Galvin,23,0,5,Model,Arts/Entertainment,"Hinsdale, Illinois",Hinsdale,Illinois,Midwest,5,25,0,Black,0,0,
"Mearg ""Magi"" Tareke",32,1,4,Pharmacist,Medical,"Adwa, Ethiopia[b]",Adwa,Ethiopia,International,5,25,0,Black,0,0,
Ryan Claytor,26,0,2,Dancer/Choreographer,Arts/Entertainment,"Mechanicsville, Virginia",Mechanicsville,Virginia,South,5,25,0,Red,0,0,
"Meredith ""MJ"" Snyder",23,0,5,Hairstylist,Retail/Services/Entrepreneur,"Hudson, Ohio",Hudson,Ohio,Midwest,5,25,0,Blonde,1,0,
Catalina Morales,29,1,1,Former Miss Universe Puerto Rico,Arts/Entertainment,"Caguas, Puerto Rico[c]",Caguas,Puerto Rico,International,4,25,0,Brown,0,0,
Lauren Maddox,29,1,1,Corporate Attorney,Legal,"Miami, Florida",Miami,Florida,South,4,25,0,Black,0,0,
"Mariela ""Mari"" Pepin",24,0,4,Marketing Director,Corporate,"Severn, Maryland",Severn,Maryland,Northeast,4,25,0,Black,0,0,
Victoria Larson,27,0,1,Queen,Retail/Services/Entrepreneur,"New York, New York",New York,New York,Northeast,4,25,0,Brown,0,0,
Anna Redman,24,0,4,Copywriter,Arts/Entertainment,"Owatonna, Minnesota",Owatonna,Minnesota,Midwest,4,25,0,Blonde,1,0,
Kaili Anderson,26,0,2,Hostess,Restaurant,"San Diego, California",San Diego,California,West,3,25,0,Brown,0,0,
Khaylah Epps,28,0,0,Healthcare Advocate,Medical,"Durham, North Carolina",Durham,North Carolina,South,3,25,0,Black,0,0,
"Kimberly ""Kim"" Li",28,0,0,ICU Nurse,Medical,"Cypress, California",Cypress,California,West,3,25,0,Black,0,0,
Sarah Trott,24,0,4,Broadcast Journalist,Journalist,"San Diego, California",San Diego,California,West,3,25,0,Brown,0,0,
Alana Milne,26,0,2,Photographer,Arts/Entertainment,"San Antonio, Texas",San Antonio,Texas,South,2,25,0,Brown,0,0,
Illeana Pennetto,25,0,3,Health Food Developer,Corporate,"South Salem, New York",South Salem,New York,Northeast,2,25,0,Blonde,1,0,
Kristin Hopkins,27,0,1,Attorney,Legal,"Virginia Beach, Virginia",Virginia Beach,Virginia,South,2,25,0,Black,0,0,
Marylynn Sienna,28,0,0,Event Coordinator,Arts/Entertainment,"Huntington Beach, California",Huntington Beach,California,West,2,25,0,Black,0,0,
Sydney Johnson,28,0,0,Marketing Specialist,Corporate,"Franklin, Tennessee",Franklin,Tennessee,South,2,25,0,Black,0,0,
Alicia Holloway,24,0,4,Professional Ballerina,Arts/Entertainment,"Morgantown, West Virginia",Morgantown,West Virginia,South,1,25,0,Black,0,0,
Amber Andrews,30,1,2,Nursing Student,Student,"Rialto, California",Rialto,California,West,1,25,0,Blonde,1,0,
Carolyn Vallejo,30,1,2,Journalist,Journalist,"Newburyport, Massachusetts",Newburyport,Massachusetts,Northeast,1,25,0,Black,0,0,
Casandra Suarez,25,0,3,Social Worker,Government,"Lodi, California",Lodi,California,West,1,25,0,Brown,0,0,
Corrinne Jones,22,0,6,Marketing Manager,Corporate,"Pomfret, Connecticut",Pomfret,Connecticut,Northeast,1,25,0,Black,0,0,
Emani Curl,25,0,3,Realtor,Real Estate,"Albuquerque, New Mexico",Albuquerque,New Mexico,West,1,25,0,Blonde,1,0,
Kimberly Courneya,28,0,0,Airline Recruiter,Transportation,"Lake Tapps, Washington",Lake Tapps,Washington,West,1,25,0,Brown,0,0,
Saneh Ste. Claire,25,0,3,IT Consultant,Corporate,"St. Augustine, Florida",St. Augustine,Florida,South,1,25,0,Brown,0,0,
Cassidy Timbrooks,26,0,2,Executive Recruiter,Corporate,"Cave Creek, Arizona",Cave Creek,Arizona,West,,26,0,Blonde,1,,65
Eliza Isichei,25,0,3,Marketing Manager,Corporate,"Tampa, Florida",Tampa,Florida,South,,26,0,Black,0,,65
Elizabeth Corrigan,32,1,4,Real Estate Advisor,Real Estate,"Highlands Ranch, Colorado",Highlands Ranch,Colorado,West,,26,0,Blonde,1,,67
Ency Abedin,28,0,0,Sales Manager,Sales,"Burbank, California",Burbank,California,West,,26,0,Brown,0,,68
"Gabriela ""Gabby"" Windey",30,1,2,ICU Nurse,Medical,"O'Fallon, Illinois",O'Fallon,Illinois,Midwest,,26,0,Brown,0,,68
Genevieve Parisi,26,0,2,Bartender,Restaurant,"Rehoboth, Massachusetts",Rehoboth,Massachusetts,Northeast,,26,0,Black,0,,66
Hunter Haag,28,0,0,Human Resources Specialist,Corporate,"Lake Wylie, South Carolina",Lake Wylie,South Carolina,South,,26,0,Blonde,1,,
Jillian “Jill” Chin,26,0,2,Architectural Historian,Misc,"Scituate, Rhode Island",Scituate,Rhode Island,Northeast,,26,0,Black,0,,
Kate Gallivan,32,1,4,Real Estate Agent,Real Estate,"Clarksville, Tennessee",Clarksville,Tennessee,South,,26,0,Blonde,1,,
Kira Mengistu,32,1,4,Physician,Medical,"Greensboro, North Carolina",Greensboro,North Carolina,South,,26,0,Black,0,,
Lyndsey Windham,28,0,0,Industrial Sales Representative,Sales,"Orange, Texas",Orange,Texas,South,,26,0,Blonde,1,,
Mara Agrait,32,1,4,Entrepreneur,Retail/Services/Entrepreneur,"Cherry Hill, New Jersey",Cherry Hill,New Jersey,Northeast,,26,0,Black,0,,
Marlena Wesh,30,1,2,Former Olympian,Arts/Entertainment,"Virginia Beach, Virginia",Virginia Beach,Virginia,South,,26,0,Black,0,,
Melina Nasab,27,0,1,Personal Trainer,Retail/Services/Entrepreneur,"Los Angeles, California",Los Angeles,California,West,,26,0,Black,0,,
Rachel Recchia,25,0,3,Flight Instructor,Transportation,"Clermont, Florida",Clermont,Florida,South,,26,0,Blonde,1,,
Sarah Hamrick,23,0,5,Wealth Management Advisor,Finance,"Spartanburg, South Carolina",Spartanburg,South Carolina,South,,26,0,Brown,0,,
Serene Russell,26,0,2,Elementary School Teacher,Education,"Oklahoma City, Oklahoma",Oklahoma City,Oklahoma,South,,26,0,Black,0,,
Shanae Ankney,29,1,1,Recruiter,Corporate,"Sycamore, Ohio",Sycamore,Ohio,Midwest,,26,0,Blonde,1,,
Sierra Jackson,26,0,2,Yoga Instructor,Retail/Services/Entrepreneur,"Oklahoma City, Oklahoma",Oklahoma City,Oklahoma,South,,26,0,Black,0,,
Susie Evans,28,0,0,Wedding Videographer,Retail/Services/Entrepreneur,"Poquoson, Virginia",Poquoson,Virginia,South,,26,0,Blonde,1,,
Teddi Wright,24,0,4,Surgical Unit Nurse,Medical,"Redlands, California",Redlands,California,West,,26,1,Brown,0,,
Tessa Tookes,26,0,2,Human Resources Specialist,Corporate,"Stamford, Connecticut",Stamford,Connecticut,Northeast,,26,0,Black,0,,
Daria Rose,24,0,4,Law Student,Student,"Baldwin, New York",Baldwin,New York,Northeast,1,26,0,Black,0,0,
Hailey Malles,26,0,2,Pediatric Nurse,Medical,"Orlando, Florida",Orlando,Florida,South,1,26,0,Blonde,1,0,
Ivana Noble,31,1,3,Bar Mitzvah Dancer,Arts/Entertainment,"Snellville, Georgia",Snellville,Georgia,South,1,26,0,Black,0,0,
Jane Paik,33,1,5,Social Media Director,Corporate,"Los Angeles, California",Los Angeles,California,West,1,26,0,Brown,0,0,
Lindsay Dobbs,27,0,1,Neonatal Nurse,Medical,"Warner Robins, Georgia",Warner Robins,Georgia,South,1,26,0,Blonde,1,0,
Rianna Hockaday,26,0,2,Registered Nurse,Medical,"Mount Pleasant, Texas",Mount Pleasant,Texas,South,1,26,0,Blonde,1,0,
Samantha Jeffries,26,0,2,Occupational Therapist,Medical,"Dayton, Ohio",Dayton,Ohio,Midwest,1,26,0,Red,0,0,
Claire Heilig,28,0,0,Spray Tanner,Retail/Services/Entrepreneur,"Virginia Beach, Virginia",Virginia Beach,Virginia,South,1,26,0,Blonde,1,0,
